72.13	98.12
69.99	45.10
11.34	72.47
80.24	10.30
20.18	56.44
35.17	95.71
45.76	49.64
27.88	75.70
50.16	44.24
7.54	77.90
87.93	43.55
23.33	8.95
68.61	82.64
31.06	29.87
83.57	32.20
34.80	33.48
84.47	88.57
51.23	18.44
49.62	39.91
91.69	12.00
64.18	51.47
53.93	66.44
70.27	31.24
3.73	43.34
13.67	21.45
5.16	3.82
25.65	11.01
27.32	43.22
29.96	79.45
15.57	44.19
58.22	63.63
65.39	73.39
89.86	85.36
78.49	14.00
6.93	90.05
12.12	8.74
68.44	24.52
55.38	86.14
64.35	25.37
78.81	56.69
4.76	98.56
7.55	94.92
36.69	45.47
62.35	68.29
57.46	31.05
97.81	34.57
11.85	95.69
42.40	5.71
17.86	83.85
11.17	67.91
65.66	99.99
18.84	55.25
73.01	4.79
68.04	97.41
61.25	33.56
25.69	0.60
36.44	52.33
29.17	75.47
21.71	67.25
82.83	95.61
89.03	68.00
15.80	55.87
81.11	16.93
71.89	1.20
97.65	92.29
94.10	13.39
43.92	56.04
47.60	75.68
4.19	44.62
97.53	83.49
7.98	74.47
20.99	33.03
2.45	13.21
86.15	99.12
31.05	92.07
75.69	8.66
45.56	25.50
66.55	26.45
45.97	59.88
3.69	96.93
51.52	94.76
21.28	26.60
54.62	7.35
71.94	50.05
99.29	63.74
21.63	95.26
55.67	18.81
56.00	52.70
33.20	90.92
22.56	57.24
86.24	47.16
2.19	11.88
18.18	50.11
63.61	17.73
82.55	98.36
4.51	26.43
13.28	39.19
24.66	97.43
89.58	44.52
7.63	25.71
56.28	18.51
10.29	3.32
74.88	49.13
72.37	91.77
76.78	24.86
61.65	12.19
26.63	12.37
64.92	4.60
80.40	31.54
19.56	68.74
40.95	69.89
56.06	74.91
71.74	50.35
87.88	25.29
28.57	3.19
42.00	53.73
8.56	96.13
70.64	75.00
95.95	44.76
22.72	33.51
4.87	59.64
82.15	55.62
80.95	86.29
99.59	79.98
25.41	59.31
53.59	25.65
48.08	23.04
78.27	59.37
39.19	67.80
85.07	39.92
73.43	92.66
88.39	50.31
24.61	33.92
17.00	76.47
74.33	91.60
56.26	54.98
43.69	45.56
19.55	91.81
63.90	77.36
92.00	48.91
28.17	4.55
23.93	6.37
35.50	89.79
77.34	33.86
44.82	8.95
44.61	47.19
7.12	49.53
65.52	83.26
32.72	63.49
65.94	99.74
80.90	17.02
29.50	94.73
30.02	64.08
92.31	45.92
97.75	19.98
19.90	88.95
32.73	26.73
85.45	90.04
92.26	82.87
18.97	19.57
53.19	56.96
37.90	99.89
77.85	16.30
1.90	83.38
70.72	80.08
56.25	14.75
17.32	49.74
41.85	45.42
92.09	78.35
53.20	97.33
58.87	15.63
19.89	18.25
64.36	5.37
72.15	31.63
42.70	18.17
26.44	60.07
7.69	73.79
93.13	93.55
8.08	44.95
65.21	80.91
60.63	36.71
93.98	46.37
56.33	4.65
96.26	71.55
55.55	8.65
65.53	37.92
49.39	98.97
79.33	94.49
66.79	96.81
4.66	1.46
49.31	62.07
3.80	1.46
99.01	38.20
34.06	87.23
28.70	25.60
16.68	66.93
8.43	63.44
22.50	76.51
7.15	92.71
84.91	52.11
74.47	32.90
4.43	55.36
93.70	28.99
53.20	38.78
64.40	15.91
22.78	49.77
40.57	3.82
83.98	97.54
58.55	8.66
43.74	49.30
38.04	40.12
90.53	79.83
28.72	11.64
17.43	71.13
5.70	55.79
99.78	48.26
87.24	12.18
83.11	41.45
60.08	5.05
6.03	84.61
49.45	42.84
43.00	96.26
63.74	52.88
1.97	39.99
76.95	11.42
53.37	28.30
85.97	40.69
98.33	16.68
94.46	23.20
6.75	32.30
30.06	26.55
68.38	96.01
97.58	41.14
4.14	25.39
7.28	8.09
78.77	51.76
94.26	54.77
41.02	44.65
62.75	61.32
92.94	13.56
47.48	53.46
55.97	48.67
83.01	53.48
58.39	69.70
11.66	24.77
15.76	75.27
40.69	13.29
14.33	23.88
80.44	23.57
35.73	32.09
56.10	66.67
80.71	45.25
88.45	82.64
59.27	22.20
80.98	71.15
15.36	76.23
34.53	60.48
45.23	31.60
34.38	7.22
50.18	87.67
19.07	47.01
37.14	30.48
45.85	9.82
43.02	95.61
13.01	72.84
12.98	65.45
85.95	48.09
6.35	79.22
1.12	92.88
39.41	44.33
89.11	86.69
99.22	64.39
67.07	39.89
79.22	40.80
99.08	86.85
93.71	62.35
12.93	68.80
25.92	70.67
91.88	30.34
52.28	77.78
30.64	37.41
64.14	16.70
56.45	74.55
77.30	25.90
68.05	94.16
79.87	4.07
37.97	71.95
19.10	23.03
57.08	68.81
69.22	53.34
73.99	12.08
53.92	39.93
96.65	86.54
19.56	62.87
78.54	69.25
68.00	32.55
7.83	51.30
61.91	97.68
54.03	64.20
9.17	89.53
3.94	69.13
18.37	86.72
36.34	72.98
92.34	60.87
43.04	7.05
93.41	55.40
2.97	41.06
70.09	57.40
55.50	8.30
82.91	45.47
99.34	86.07
4.77	35.30
64.15	9.59
99.69	99.13
63.45	97.33
3.51	5.25
39.59	31.14
39.42	9.31
53.82	65.24
2.21	30.59
58.37	35.09
35.72	63.10
10.89	98.95
10.20	4.04
56.37	73.14
78.30	30.30
6.92	15.30
51.55	17.30
95.22	68.91
92.87	74.01
64.48	7.40
64.62	63.07
84.13	5.98
6.88	85.21
48.63	25.95
46.02	34.00
24.89	17.08
49.56	68.32
62.74	31.56
50.39	7.83
72.43	95.31
60.46	29.66
3.29	1.23
82.29	33.39
28.67	72.94
5.07	45.80
53.39	97.20
41.52	56.77
12.20	38.66
21.43	13.65
20.44	31.46
8.27	52.17
71.27	88.82
46.58	9.45
47.74	83.96
79.29	46.84
32.83	33.47
96.66	8.36
55.24	57.85
91.58	54.70
5.09	2.85
99.41	41.77
89.57	79.97
94.82	57.84
76.16	25.09
3.11	94.28
88.24	79.63
58.80	0.64
76.49	70.76
10.46	67.24
88.36	4.07
27.43	85.69
97.46	84.97
11.61	60.76
34.66	53.73
55.32	86.24
83.97	52.84
14.83	51.32
67.11	45.50
88.59	14.39
43.34	68.86
98.85	66.73
93.13	37.16
75.96	9.60
38.31	5.96
35.68	85.57
74.47	71.30
21.66	36.97
56.62	5.08
57.58	12.89
83.84	21.81
16.31	9.66
74.69	30.62
67.28	9.27
11.41	51.21
7.29	75.09
58.18	62.94
14.99	75.14
26.18	11.98
94.71	29.07
66.72	23.14
91.26	17.26
22.35	50.16
64.52	47.65
55.71	51.18
9.35	49.40
5.82	94.35
94.96	50.87
92.46	82.88
76.07	4.15
0.70	38.34
97.64	38.08
29.48	96.48
74.78	57.72
81.23	50.62
79.78	59.03
2.39	24.58
9.59	94.86
58.85	68.87
38.66	10.53
44.99	52.08
84.28	65.70
79.72	62.72
24.88	72.75
39.28	45.77
15.07	11.50
12.67	73.00
35.55	24.91
42.63	86.47
0.91	61.31
32.78	60.54
23.83	4.66
60.11	99.20
0.12	26.50
30.41	22.95
36.18	0.66
54.25	2.18
87.27	44.96
1.08	62.32
13.55	92.80
9.87	20.43
89.04	52.18
96.05	12.28
17.95	79.47
96.73	34.55
23.03	80.94
38.75	57.52
70.58	56.46
97.31	60.46
88.21	16.60
37.16	3.87
13.09	36.74
92.49	80.75
80.84	60.17
47.19	82.39
27.98	25.83
22.69	73.43
34.84	75.69
67.15	95.43
79.75	91.91
66.90	8.69
10.28	24.32
68.36	38.01
62.97	95.46
7.44	9.42
78.82	11.78
92.02	52.65
68.68	67.58
72.72	96.17
80.12	1.20
67.42	0.94
5.31	51.63
75.83	62.31
47.77	68.42
31.51	59.89
35.70	47.54
91.42	49.98
28.78	1.49
54.96	76.49
16.28	23.40
38.48	22.70
45.36	71.55
4.77	38.46
49.88	83.51
61.55	55.16
72.88	26.85
98.54	44.53
88.49	7.66
28.00	86.00
32.77	86.99
30.42	82.46
47.31	0.81
83.95	4.32
24.18	39.28
73.83	47.87
16.29	17.86
36.38	65.46
43.39	64.21
91.12	62.24
80.71	52.80
54.00	57.00
64.53	41.89
5.07	73.23
86.92	6.70
4.50	60.39
80.71	16.54
12.53	45.40
14.69	74.17
70.76	79.19
29.17	20.91
45.06	74.80
42.42	12.50
13.50	29.40
49.43	87.58
6.80	85.35
16.65	83.08
73.13	12.81
48.16	99.12
44.59	90.38
62.09	79.55
28.15	18.75
69.71	54.04
30.43	27.52
93.51	82.07
52.90	25.38
96.00	50.52
61.33	0.06
15.87	2.18
42.11	95.75
24.72	14.83
6.66	83.10
24.02	7.82
94.80	89.73
99.54	26.41
58.11	77.54
38.22	42.70
75.24	37.25
91.33	16.56
62.24	20.33
36.87	79.81
93.45	43.73
53.99	42.73
40.78	83.94
72.80	73.18
72.79	23.24
3.99	65.29
28.73	23.44
84.40	97.67
97.34	80.22
97.18	78.78
85.37	54.30
37.89	91.00
56.53	85.44
1.89	74.63
58.17	69.13
62.16	37.52
29.68	16.87
92.05	37.20
4.83	26.57
62.42	58.32
77.94	61.10
9.22	0.22
3.30	70.57
24.01	96.96
36.29	96.26
67.29	15.40
5.16	63.18
42.74	15.32
23.18	1.75
98.74	10.46
12.12	39.12
43.03	39.07
10.31	65.93
66.22	38.17
81.00	15.29
70.16	17.22
20.20	87.09
88.43	43.64
87.02	13.48
68.10	85.08
44.07	88.60
53.86	1.70
0.70	79.45
