42.19	20.06
17.89	32.62
62.65	39.87
1.53	76.94
22.19	0.02
38.64	80.47
3.65	97.94
87.42	13.20
64.19	73.65
29.57	35.93
46.10	36.35
91.11	41.77
61.19	17.54
95.96	35.46
87.56	52.09
80.80	36.14
76.36	41.83
79.63	75.28
91.22	0.97
81.14	88.74
92.99	17.08
72.63	69.52
38.61	87.17
10.73	56.20
84.53	4.37
0.81	80.71
72.06	77.39
24.65	89.00
25.26	62.54
28.98	77.95
10.03	75.82
76.45	63.10
87.40	31.30
64.64	2.68
43.67	21.37
39.20	56.13
95.32	14.05
62.38	47.18
47.64	93.34
49.91	35.73
32.58	9.35
55.71	75.86
63.51	37.07
66.78	52.58
22.47	64.69
68.41	44.49
38.87	45.60
53.89	55.79
27.75	51.54
82.29	97.29
30.41	59.02
32.55	73.07
40.41	85.46
63.36	47.20
4.19	67.55
63.94	23.43
56.89	40.01
73.28	69.10
91.16	29.81
52.44	54.89
59.80	28.46
18.14	61.36
81.31	42.58
84.08	24.78
51.55	51.99
11.46	55.58
64.59	23.43
39.56	65.24
10.81	38.24
53.40	79.76
51.75	92.43
46.40	1.51
67.29	19.08
53.10	4.80
33.35	64.40
59.44	15.48
15.82	21.39
46.11	29.58
60.17	87.92
84.47	72.28
15.10	69.65
83.88	84.60
53.17	92.52
84.09	52.29
42.15	24.29
97.31	59.30
76.19	30.30
30.57	56.20
97.92	4.44
61.13	83.08
29.71	23.37
94.91	75.85
84.90	69.11
11.35	15.21
48.74	53.38
86.74	48.17
2.34	55.43
92.43	23.55
13.07	54.51
84.40	34.98
29.87	97.97
36.36	57.32
3.14	96.29
19.68	96.23
95.19	77.82
0.48	43.89
59.74	67.38
6.71	49.13
46.50	75.34
16.04	64.70
30.60	96.99
29.44	30.86
75.40	25.34
24.40	90.40
12.27	74.87
27.06	7.45
60.98	98.62
2.88	80.28
20.37	56.49
42.01	96.23
30.78	58.61
7.23	76.08
46.42	64.64
19.88	94.75
59.34	66.93
82.56	45.19
84.51	23.71
75.67	33.36
50.01	36.83
19.84	53.41
35.94	88.13
65.92	94.39
70.75	58.11
59.80	72.37
25.12	51.12
31.15	65.27
39.62	42.61
71.20	51.51
84.86	45.26
98.04	18.21
80.70	63.88
55.51	9.87
94.28	71.05
55.75	34.12
96.05	90.01
54.85	27.78
77.50	14.85
45.99	13.28
24.49	33.30
65.20	43.37
96.47	42.65
31.11	40.24
82.88	65.80
81.82	84.08
95.87	80.71
29.83	95.75
10.62	74.33
28.82	88.32
83.61	19.70
34.93	33.10
63.01	53.93
49.84	97.19
54.81	3.49
52.39	61.54
24.30	63.63
61.84	21.46
92.71	88.95
26.51	4.34
35.99	93.15
98.85	13.88
4.60	88.15
40.35	24.06
61.14	14.61
97.74	1.81
75.99	29.24
6.03	32.64
30.45	17.89
2.88	60.37
51.22	97.27
84.28	28.81
40.75	53.59
91.74	31.09
73.72	41.41
97.77	30.56
1.56	32.32
48.23	16.22
44.14	59.86
27.53	95.01
50.57	54.25
35.94	3.66
79.52	98.71
7.10	43.45
83.57	67.64
47.99	2.73
81.72	26.11
53.78	34.10
69.67	80.25
35.72	95.79
48.31	68.14
1.29	50.10
47.44	72.49
42.87	35.74
84.15	17.63
23.62	95.31
22.70	86.02
97.52	44.55
96.79	52.30
64.17	15.58
13.60	86.70
38.42	92.91
84.02	23.53
9.86	88.02
13.87	25.80
77.94	65.99
46.57	2.08
74.61	45.83
69.67	48.10
28.45	45.46
84.44	92.14
81.61	31.26
91.04	20.89
44.10	62.87
59.77	49.97
58.84	94.36
43.38	82.62
54.96	4.36
34.72	68.49
87.33	79.99
89.87	35.04
95.47	71.86
17.30	14.13
66.58	70.77
80.47	27.60
54.21	30.92
73.64	27.38
86.59	78.46
8.07	8.11
96.85	0.06
89.63	23.12
21.01	1.36
77.76	38.24
39.26	61.93
90.34	52.32
80.73	90.44
59.67	97.91
72.83	1.16
50.27	11.33
92.55	91.54
21.23	27.29
68.76	99.18
52.74	10.02
92.26	56.46
59.47	80.22
13.51	40.90
81.63	35.20
46.53	40.34
79.17	87.96
52.11	13.46
53.53	70.64
43.24	28.00
87.45	57.04
